"X","视频类型","关联BV号","标题","BV号","播放量","弹幕数","评论数","收藏数","投币数","分享数","点赞数","点踩数","子分区ID","UP主.x","UP主ID","视频链接","抓取小时","抓取时间","稿件发布时间","UP主.y","UP主ID.y","official_role","official_title","official_desc","official_type","if_state"
33384,"相关视频","BV1vM4neGExq","正在满足我128G的胃，请不要打扰我","BV1bc4ke4EwK",224041,73,76,1821,114,209,19912,0,"美食记录","凉湉子的日常",1873791750,"https://www.bilibili.com/video/BV1bc4ke4EwK/",1282,"2024-09-12 01:53","2024-09-11 12:20:33",NA,NA,NA,NA,NA,NA,0
33385,"相关视频","BV1vM4neGExq","小马宝莉拆卡：卡游老师你的新品有点颠。","BV1BU4peXERk",32259,41,47,299,29,19,3500,0,"日常","姜觅柔の拆卡日记",396311887,"https://www.bilibili.com/video/BV1BU4peXERk/",1282,"2024-09-12 01:53","2024-09-12 10:38:54",NA,NA,NA,NA,NA,NA,0
33386,"相关视频","BV1vM4neGExq","一锅出又升级了，同锅不同味儿，没有多好吃，但也不难吃，诚意点到为止！","BV1bA4m1A7kT",761965,170,580,5060,966,2065,113293,0,"亲子","留意炫饭吖",1201986019,"https://www.bilibili.com/video/BV1bA4m1A7kT/",1282,"2024-09-12 01:53","2024-03-30 09:55:09",NA,NA,NA,NA,NA,NA,0
33387,"相关视频","BV1vM4neGExq","你们是姐最好拿捏的男人","BV1QzsuevEBf",1777937,417,1107,2097,802,1378,82782,0,"亲子","留意炫饭吖",1201986019,"https://www.bilibili.com/video/BV1QzsuevEBf/",1282,"2024-09-12 01:53","2024-08-29 09:50:00",NA,NA,NA,NA,NA,NA,0
33388,"相关视频","BV1vM4neGExq","猪弟的早餐。","BV1KA4JeoEZS",26366,90,81,156,1348,19,2368,0,"美食记录","小吁的芋头",697654973,"https://www.bilibili.com/video/BV1KA4JeoEZS/",1282,"2024-09-12 01:53","2024-09-12 10:35:00",NA,NA,NA,NA,NA,NA,0
33389,"相关视频","BV1vM4neGExq","孩子大了，会攻击人了，男人之间的斗争，我不参与～","BV1Zi421e7A6",2722359,1508,3534,7399,1926,9108,197349,0,"亲子","留意炫饭吖",1201986019,"https://www.bilibili.com/video/BV1Zi421e7A6/",1282,"2024-09-12 01:53","2024-06-20 09:49:59",NA,NA,NA,NA,NA,NA,0
8070,"热门视频","","【黑神话悟空】获取特品级龙棍，黑风山隐藏boss详细攻略","BV1Dy411e7eF",377061,91,712,6518,880,2679,4616,0,"单机游戏","男巫Brian",24650047,"https://www.bilibili.com/video/BV1Dy411e7eF/",749,"2024-08-20 20:53","2024-08-20 13:09:28",NA,NA,NA,NA,NA,NA,0
8071,"相关视频","BV1Dy411e7eF","全网最轮椅的流派！两分钟学会耍花棍！【黑神话：悟空】","BV1bbW4eGEsY",1233187,807,3011,47315,13491,35017,39239,0,"单机游戏","FadeKnight",22597217,"https://www.bilibili.com/video/BV1bbW4eGEsY/",749,"2024-08-20 20:53","2024-08-20 18:04:12",NA,NA,NA,NA,NA,NA,0
8072,"相关视频","BV1Dy411e7eF","【严重剧透】【完整版】黑神话悟空二周目结局法天象地打二郎神|四大天王|转载","BV1kCWbezEyT",851431,4846,2739,3012,503,7793,8128,0,"单机游戏","秋起春风",8361854,"https://www.bilibili.com/video/BV1kCWbezEyT/",749,"2024-08-20 20:53","2024-08-21 04:55:08",NA,NA,NA,NA,NA,NA,0
8073,"相关视频","BV1Dy411e7eF","【熟肉】外网顶流主播Asmongold在连播11小时后对《黑神话悟空》做出了评价","BV1VmWaeeECz",341487,768,1319,1345,496,383,5744,0,"手机游戏","无情老蒸鸽",864262,"https://www.bilibili.com/video/BV1VmWaeeECz/",749,"2024-08-20 20:53","2024-08-21 06:39:06",NA,NA,NA,NA,NA,NA,0
8074,"相关视频","BV1Dy411e7eF","《黑神话悟空》朴实无华的虎先锋无伤","BV1Y9pDeEESM",715893,1263,2760,5770,6337,13737,50550,0,"单机游戏","八岐七星",26864285,"https://www.bilibili.com/video/BV1Y9pDeEESM/",749,"2024-08-20 20:53","2024-08-20 02:05:00",NA,NA,NA,NA,NA,NA,0
8075,"相关视频","BV1Dy411e7eF","【黑神话悟空】全收集一条龙，宝箱打坐+仙丹金丹，白金+全成就+全头目妖王+隐藏地图boss开点。（持续更新中）","BV1Gx4y1s7mU",491344,721,1580,15120,6611,5556,16979,0,"单机游戏","在下油甘",403072772,"https://www.bilibili.com/video/BV1Gx4y1s7mU/",749,"2024-08-20 20:53","2024-08-20 05:31:50",NA,NA,NA,NA,NA,NA,0
8076,"相关视频","BV1Dy411e7eF","黑神话：广智","BV1L5W4eQEkV",90581,226,372,170,53,512,5073,0,"手办·模玩","少木示",328475634,"https://www.bilibili.com/video/BV1L5W4eQEkV/",749,"2024-08-20 20:53","2024-08-20 17:37:19",NA,NA,NA,NA,NA,NA,0
8077,"相关视频","BV1Dy411e7eF","黑神话悟空《黑风山》一定不要错过的隐藏支线、装备、NPC，任务前置等全收集","BV1ziWneGE55",149315,102,292,1369,383,347,1498,0,"单机游戏","鲁路修蓝佩鲁济",25025929,"https://www.bilibili.com/video/BV1ziWneGE55/",749,"2024-08-20 20:53","2024-08-20 08:49:00",NA,NA,NA,NA,NA,NA,0
8078,"相关视频","BV1Dy411e7eF","剧透预警！《黑神话：悟空》法天象地BOSS战！","BV15x4y1s7GY",362774,3011,1958,3137,1522,6487,9516,0,"单机游戏","游戏动力VGN",20990353,"https://www.bilibili.com/video/BV15x4y1s7GY/",749,"2024-08-20 20:53","2024-08-21 08:46:01",NA,NA,NA,NA,NA,NA,0
8079,"相关视频","BV1Dy411e7eF","帮你找到《黑神话悟空》全部Boss：黄风岭篇","BV1mxpDeqE7H",1750051,5,3259,42158,14820,15958,31238,0,"单机游戏","八岐七星",26864285,"https://www.bilibili.com/video/BV1mxpDeqE7H/",749,"2024-08-20 20:53","2024-08-20 02:30:00",NA,NA,NA,NA,NA,NA,0
8080,"相关视频","BV1Dy411e7eF","体验杜比全景声《黑神话：悟空》黑风山片尾曲「看见」","BV1az421i7oZ",38249,248,173,881,264,180,2595,0,"Unknown","JLRS-jayfm",3493082817366845,"https://www.bilibili.com/video/BV1az421i7oZ/",749,"2024-08-20 20:53","2024-08-21 08:18:28",NA,NA,NA,NA,NA,NA,0
10468,"热门视频","","当我们击败「最后的守门人」成功进入深渊？？！ 狂乱之境IV第十期！","BV1Hb421E7JS",55879,1032,204,1844,3931,41,15486,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV1Hb421E7JS/",780,"2024-08-22 03:53","2024-08-23 00:00:00",NA,NA,NA,NA,NA,NA,0
10469,"相关视频","BV1Hb421E7JS","【方块学园前传】起源之歌第一集预告","BV1DhWhexEoR",35411,58,192,1411,1891,259,3762,0,"MMD·3D","一方世界团队",320842616,"https://www.bilibili.com/video/BV1DhWhexEoR/",780,"2024-08-22 03:53","2024-08-21 09:51:26",NA,NA,NA,NA,NA,NA,0
10470,"相关视频","BV1Hb421E7JS","当我的世界出现了各种各样的「强化道具」？！","BV15u4y1r7Wt",2282701,3294,668,14351,14656,450,99226,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV15u4y1r7Wt/",780,"2024-08-22 03:53","2023-09-16 00:00:00",NA,NA,NA,NA,NA,NA,0
10471,"相关视频","BV1Hb421E7JS","曾经折磨了无数玩家的超真实硬核生存模组!!![群峦传说]第8期","BV1Rz421i7hH",43539,394,100,948,2971,31,8139,0,"单机游戏","全哥游世界",253472376,"https://www.bilibili.com/video/BV1Rz421i7hH/",780,"2024-08-22 03:53","2024-08-22 09:07:58",NA,NA,NA,NA,NA,NA,0
10472,"相关视频","BV1Hb421E7JS","当你攻击落空就会「受到惩罚」？？！","BV1MK4y1q7jS",2606376,2211,502,14510,14899,436,100413,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV1MK4y1q7jS/",780,"2024-08-22 03:53","2024-01-26 00:00:00",NA,NA,NA,NA,NA,NA,0
10473,"相关视频","BV1Hb421E7JS","当玩家每死亡一次，怪物的血量就会「永久翻倍」！","BV1FQ4y127zj",4283477,21474,4832,25782,43259,1276,207399,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV1FQ4y127zj/",780,"2024-08-22 03:53","2021-08-28 00:00:07",NA,NA,NA,NA,NA,NA,0
10474,"相关视频","BV1Hb421E7JS","mc 但是「专家级难度」？？！","BV15C411J7uV",2549352,6091,615,19159,19102,716,110198,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV15C411J7uV/",780,"2024-08-22 03:53","2024-05-03 00:00:00",NA,NA,NA,NA,NA,NA,0
10475,"相关视频","BV1Hb421E7JS","究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第四期","BV1g1421t7PC",1480446,5577,922,23557,51951,779,202289,0,"单机游戏","马里奥红叔",680447,"https://www.bilibili.com/video/BV1g1421t7PC/",780,"2024-08-22 03:53","2024-08-17 00:00:00",NA,NA,NA,NA,NA,NA,0
10476,"相关视频","BV1Hb421E7JS","当你能够在游戏里向银行「贷款物品」!!？","BV17g411k794",2392485,8720,2533,15638,20614,962,120985,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV17g411k794/",780,"2024-08-22 03:53","2022-08-09 00:00:00",NA,NA,NA,NA,NA,NA,0
10477,"相关视频","BV1Hb421E7JS","当我的世界出现了整整「八个维度」？？！","BV1XG411W7cP",2611551,12282,1020,26235,35389,858,151892,0,"单机游戏","大炒面制造者Cen",14890801,"https://www.bilibili.com/video/BV1XG411W7cP/",780,"2024-08-22 03:53","2022-07-10 00:00:00",NA,NA,NA,NA,NA,NA,0
10478,"相关视频","BV1Hb421E7JS","脆骨症第四期","BV1sZ421N7dh",1366158,1713,417,28608,2752,85,14733,0,"单机游戏","佳楠很难",367615396,"https://www.bilibili.com/video/BV1sZ421N7dh/",780,"2024-08-22 03:53","2024-08-21 08:42:13",NA,NA,NA,NA,NA,NA,0
32715,"热门视频","","和老朋友一起吃路边摊","BV1uE421w7hc",259104,1091,757,1175,2770,599,27876,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1uE421w7hc/",743,"2024-08-20 14:53","2024-08-21 06:23:01",NA,NA,NA,NA,NA,NA,0
32716,"相关视频","BV1uE421w7hc","印度街头脆球饼，干净又卫生！","BV1jv411W79X",4283750,2620,2188,4130,4015,17159,70134,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1jv411W79X/",743,"2024-08-20 14:53","2021-06-19 11:01:59",NA,NA,NA,NA,NA,NA,0
32717,"相关视频","BV1uE421w7hc","你们要的芦荟汁来了，加了13味调料。制作工艺极其复杂。","BV19q4y1K7Gg",7079424,33080,10625,24373,68248,90159,250009,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV19q4y1K7Gg/",743,"2024-08-20 14:53","2021-09-01 05:28:48",NA,NA,NA,NA,NA,NA,0
32718,"相关视频","BV1uE421w7hc","我人生第一次喝芦荟汁的时候，也喝不下去，不是一开始就那么猛！","BV17341117vz",8712487,9911,6614,15586,28008,35512,259263,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV17341117vz/",743,"2024-08-20 14:53","2021-10-05 05:25:59",NA,NA,NA,NA,NA,NA,0
32719,"相关视频","BV1uE421w7hc","和好朋友一起吃个火锅","BV1B14y1e7Ss",3682819,6222,5182,6508,13430,10508,249385,0,"美食记录","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1B14y1e7Ss/",743,"2024-08-20 14:53","2022-09-13 02:07:24",NA,NA,NA,NA,NA,NA,0
32720,"相关视频","BV1uE421w7hc","还是芦荟店的芦荟汁干净又卫生啊！","BV1Lb4y127dj",14080848,26692,10779,25554,46589,70609,407568,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1Lb4y127dj/",743,"2024-08-20 14:53","2021-09-10 08:40:58",NA,NA,NA,NA,NA,NA,0
32721,"相关视频","BV1uE421w7hc","这么热的天气，不喝点刨冰不行啊。","BV1zZ421g73W",7271366,21088,22288,45772,184749,67405,900719,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1zZ421g73W/",743,"2024-08-20 14:53","2024-06-20 23:56:30",NA,NA,NA,NA,NA,NA,0
32722,"相关视频","BV1uE421w7hc","刘庸继芦荟汁后又一重磅力作，水果捞！","BV15b4y1U7kV",16157167,44679,10614,29978,54518,146632,404849,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV15b4y1U7kV/",743,"2024-08-20 14:53","2021-09-03 05:19:21",NA,NA,NA,NA,NA,NA,0
32723,"相关视频","BV1uE421w7hc","来一个街头酸奶，非常醇厚，特别好喝。","BV1Jq4y1T73r",4620005,5835,2395,3602,5611,2734,134798,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1Jq4y1T73r/",743,"2024-08-20 14:53","2021-09-02 12:39:08",NA,NA,NA,NA,NA,NA,0
32724,"相关视频","BV1uE421w7hc","刘庸体验泰国凉拌生腌","BV1P4421S7WA",2269534,5672,3501,5621,10352,6760,184681,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1P4421S7WA/",743,"2024-08-20 14:53","2024-07-19 13:34:16",NA,NA,NA,NA,NA,NA,0
32725,"相关视频","BV1uE421w7hc","特别难吃。","BV1h64y1d7XB",5333433,2475,2243,5243,4461,5362,117036,0,"美食侦探","刘庸干净又卫生",533459953,"https://www.bilibili.com/video/BV1h64y1d7XB/",743,"2024-08-20 14:53","2021-05-19 08:07:29",NA,NA,NA,NA,NA,NA,0
6958,"热门视频","","山西古寺里隐藏着不腐真身！十六岁坐化，香气竟然千年不散！","BV1CKsxewE44",344649,1088,380,1139,1616,56,47981,0,"人文历史","铁不删",16032516,"https://www.bilibili.com/video/BV1CKsxewE44/",919,"2024-08-27 22:53","2024-08-27 09:59:45",NA,NA,NA,NA,NA,NA,0
6959,"相关视频","BV1CKsxewE44","366集 塔吉克斯坦帕米尔高原深度探访，这里是军事禁区但美女如云","BV1s4421f7mL",31662,229,115,68,403,16,1799,0,"出行","冒险雷探长",49494871,"https://www.bilibili.com/video/BV1s4421f7mL/",919,"2024-08-27 22:53","2024-08-27 06:58:57",NA,NA,NA,NA,NA,NA,0
6960,"相关视频","BV1CKsxewE44","揭秘","BV1yxs4eTEb7",1303,4,15,100,18,17,74,0,"人文历史","红尘修天心",1688496929,"https://www.bilibili.com/video/BV1yxs4eTEb7/",919,"2024-08-27 22:53","2024-08-28 02:30:43",NA,NA,NA,NA,NA,NA,0
6961,"相关视频","BV1CKsxewE44","刷到此视频者，接好运！","BV1Qgs4e7E87",7788,30,42,198,145,36,1056,0,"人文历史","目清是个小道士",388262063,"https://www.bilibili.com/video/BV1Qgs4e7E87/",919,"2024-08-27 22:53","2024-08-27 15:53:59",NA,NA,NA,NA,NA,NA,0
6962,"相关视频","BV1CKsxewE44","八十岁的老和尚洗完澡后，在搓衣板上用力的洗着衣服","BV1vbsTeeE7t",2894,1,1,12,1,0,94,0,"人文历史","随喜聞禅",360757264,"https://www.bilibili.com/video/BV1vbsTeeE7t/",919,"2024-08-27 22:53","2024-08-28 10:40:00",NA,NA,NA,NA,NA,NA,0
6963,"相关视频","BV1CKsxewE44","深夜遇鬼亲身经历，真实记录！","BV1hFsuewEPy",4554,72,51,69,2,13,144,0,"人文历史","奇逝记",3494379222206974,"https://www.bilibili.com/video/BV1hFsuewEPy/",919,"2024-08-27 22:53","2024-08-28 12:19:16",NA,NA,NA,NA,NA,NA,0
6964,"相关视频","BV1CKsxewE44","德崇扶南运河出现意外，日本背后捣乱","BV13VsKedEUs",4898,2,6,6,0,3,140,0,"社科·法律·心理","社情民意分享",1783347809,"https://www.bilibili.com/video/BV13VsKedEUs/",919,"2024-08-27 22:53","2024-08-28 01:47:42",NA,NA,NA,NA,NA,NA,0
6965,"相关视频","BV1CKsxewE44","P4禅定的情景，深度解读禅定中所缘的作用和意义","BV1XWsAenE61",2110,0,36,125,51,6,92,0,"人文历史","七英园",12357079,"https://www.bilibili.com/video/BV1XWsAenE61/",919,"2024-08-27 22:53","2024-08-28 00:38:05",NA,NA,NA,NA,NA,NA,0
6966,"相关视频","BV1CKsxewE44","这世上真有水鬼吗？","BV1fEsTegEdX",1676,7,30,11,9,7,97,0,"科学科普","JasmineClarke",384979573,"https://www.bilibili.com/video/BV1fEsTegEdX/",919,"2024-08-27 22:53","2024-08-28 09:20:41",NA,NA,NA,NA,NA,NA,0
6967,"相关视频","BV1CKsxewE44","自由民主国家的穷人有多惨？","BV169sNeBEtr",4443,0,17,50,23,5,145,0,"社科·法律·心理","卢克文公作室",2094345609,"https://www.bilibili.com/video/BV169sNeBEtr/",919,"2024-08-27 22:53","2024-08-28 03:05:33",NA,NA,NA,NA,NA,NA,0
6968,"相关视频","BV1CKsxewE44","【纪录片】这就是中国 第248集 难忘的红色岁月","BV1pw4m1679H",29882,59,42,199,261,147,1657,0,"社会·美食·旅行","哔哩哔哩纪录片",7584632,"https://www.bilibili.com/video/BV1pw4m1679H/",919,"2024-08-27 22:53","2024-08-27 02:00:01",NA,NA,NA,NA,NA,NA,0
2925,"热门视频","","用3斤小龙虾换西班牙大厨一坨牛脑，居然挑战我做成酸甜脑花！","BV15cpcerEBE",330270,668,344,921,540,71,30547,0,"美食记录","西班牙陈挺",1984198637,"https://www.bilibili.com/video/BV15cpcerEBE/",1181,"2024-09-07 20:53","2024-09-08 10:00:00",NA,NA,NA,NA,NA,NA,0
2926,"相关视频","BV15cpcerEBE","这两天吃太多了，和小老外在重庆city climb一下","BV1fYpve2Esg",115261,213,237,325,611,39,10153,0,"日常","啊狼和瑞娅",3493288845773149,"https://www.bilibili.com/video/BV1fYpve2Esg/",1181,"2024-09-07 20:53","2024-09-08 10:26:35",NA,NA,NA,NA,NA,NA,0
2927,"相关视频","BV15cpcerEBE","保护一下基本的屁股啦！为什么酒店的浴室都是透明的！！","BV1NKp4ePEGd",939161,201,590,1667,402,256,54366,0,"日常","基本祐利_",3546592124602439,"https://www.bilibili.com/video/BV1NKp4ePEGd/",1181,"2024-09-07 20:53","2024-09-07 11:18:55",NA,NA,NA,NA,NA,NA,0
2928,"相关视频","BV15cpcerEBE","甲亢哥上了粉丝的当，看了比《阳光彩虹小白马》更炸裂的视频","BV19H4y1E7p1",1889537,1130,1314,18781,4569,21675,43261,0,"搞笑","静音饺子",3573555,"https://www.bilibili.com/video/BV19H4y1E7p1/",1181,"2024-09-07 20:53","2024-02-18 07:14:02",NA,NA,NA,NA,NA,NA,0
2929,"相关视频","BV15cpcerEBE","在西班牙菜市场捡了1坨羊油，看我做个“神器”馋哭老外","BV1Nu4y17721",1088566,1365,1111,2969,2144,142,85944,0,"美食记录","西班牙陈挺",1984198637,"https://www.bilibili.com/video/BV1Nu4y17721/",1181,"2024-09-07 20:53","2023-11-01 11:00:00",NA,NA,NA,NA,NA,NA,0
2930,"相关视频","BV15cpcerEBE","订婚倒计时第5天, 今天和小老外装扮一下家里喜庆点","BV1NjHfeXEGJ",96001,222,433,436,2936,60,12326,0,"日常","啊狼和瑞娅",3493288845773149,"https://www.bilibili.com/video/BV1NjHfeXEGJ/",1181,"2024-09-07 20:53","2024-09-07 09:00:00",NA,NA,NA,NA,NA,NA,0
2931,"相关视频","BV15cpcerEBE","白菜吐槽自己的泳装因为太涩被海关拦住 当场裂开","BV1wKpee7EBu",232542,63,267,1590,47,110,6549,0,"综合","绯吧official",657516,"https://www.bilibili.com/video/BV1wKpee7EBu/",1181,"2024-09-07 20:53","2024-09-08 03:58:40",NA,NA,NA,NA,NA,NA,0
2932,"相关视频","BV15cpcerEBE","【超人杯】当五个C+对战三个魔王S","BV1ZJpieLEwQ",567133,5404,3256,14068,38823,7670,63071,0,"电子竞技","一枪超人CSGO",13663620,"https://www.bilibili.com/video/BV1ZJpieLEwQ/",1181,"2024-09-07 20:53","2024-09-08 10:00:00",NA,NA,NA,NA,NA,NA,0
2933,"相关视频","BV15cpcerEBE","把西班牙黑毛猪腰做成“山东爆炒腰花”，火腿店老板能吃得下不？","BV1hm42157Gz",1742574,1647,901,6641,2819,349,150173,0,"美食记录","西班牙陈挺",1984198637,"https://www.bilibili.com/video/BV1hm42157Gz/",1181,"2024-09-07 20:53","2024-06-08 10:00:00",NA,NA,NA,NA,NA,NA,0
2934,"相关视频","BV15cpcerEBE","烦死了，玩个游戏还要被老公和老虎轮番欺负!","BV1Fcp8eNEyD",225424,2482,607,1750,12518,606,17662,0,"日常","饲养员小谢",26846937,"https://www.bilibili.com/video/BV1Fcp8eNEyD/",1181,"2024-09-07 20:53","2024-09-08 09:00:00",NA,NA,NA,NA,NA,NA,0
2935,"相关视频","BV15cpcerEBE","英国外教：之前也没人告诉我中国的生蚝那么便宜啊！","BV1ZJHXexEHL",79563,47,186,165,31,7,3625,0,"日常","油管精选字幕组",496776277,"https://www.bilibili.com/video/BV1ZJHXexEHL/",1181,"2024-09-07 20:53","2024-09-06 16:58:43",NA,NA,NA,NA,NA,NA,0
26898,"热门视频","","【黑神话·悟空】久等！干翻 二郎神+四天王！！","BV1k1WbeMEVu",356262,2656,1302,1548,615,3131,4270,0,"手机游戏","旅途的尽头是",248130955,"https://www.bilibili.com/video/BV1k1WbeMEVu/",748,"2024-08-20 19:53","2024-08-21 05:48:12",NA,NA,NA,NA,NA,NA,0
26899,"相关视频","BV1k1WbeMEVu","剧透预警！《黑神话：悟空》法天象地BOSS战！","BV15x4y1s7GY",320267,2609,1747,2769,1360,6050,8634,0,"单机游戏","游戏动力VGN",20990353,"https://www.bilibili.com/video/BV15x4y1s7GY/",748,"2024-08-20 19:53","2024-08-21 08:46:01",NA,NA,NA,NA,NA,NA,0
26900,"相关视频","BV1k1WbeMEVu","黑神话悟空二周目打二郎神，全程录屏，从头干到尾，感谢@s潘安UP主连续26小时的游玩","BV1UGW8eSErB",252640,1438,1064,1006,241,2678,2287,0,"单机游戏","爱玩游戏的大保贱",312757255,"https://www.bilibili.com/video/BV1UGW8eSErB/",748,"2024-08-20 19:53","2024-08-21 04:56:34",NA,NA,NA,NA,NA,NA,0
26901,"相关视频","BV1k1WbeMEVu","黑神话的二郎神，隐藏了什么秘密？","BV1uW42197Bu",275287,753,860,1732,255,727,21499,0,"人文历史","草原突起",1677454333,"https://www.bilibili.com/video/BV1uW42197Bu/",748,"2024-08-20 19:53","2024-08-21 00:30:00",NA,NA,NA,NA,NA,NA,0
26902,"相关视频","BV1k1WbeMEVu","【黑神话：悟空】4K 最高画质 全收集 全剧情流程通关攻略 西游背景动作角色扮演游戏 首款国产3A大作","BV1AE4m1d7XT",1497238,16538,2418,48040,25782,11545,42342,0,"单机游戏","11的游戏世界",360046931,"https://www.bilibili.com/video/BV1AE4m1d7XT/",748,"2024-08-20 19:53","2024-08-20 02:56:03",NA,NA,NA,NA,NA,NA,0
26903,"相关视频","BV1k1WbeMEVu","黑神话悟空-第四章主线剧情cg影院级画质-八戒和蜘蛛精的爱恨情仇","BV19cWteJENX",49357,187,73,201,74,277,465,0,"单机游戏","暴走的小狼",3927419,"https://www.bilibili.com/video/BV19cWteJENX/",748,"2024-08-20 19:53","2024-08-21 00:21:02",NA,NA,NA,NA,NA,NA,0
26904,"相关视频","BV1k1WbeMEVu","外交部回应《黑神话：悟空》全球大热：反映中国文化的吸引力","BV1o4421U7Aq",253084,161,1001,891,195,2119,17214,0,"日常","中新视频",104092224,"https://www.bilibili.com/video/BV1o4421U7Aq/",748,"2024-08-20 19:53","2024-08-21 07:59:30","中新视频",104092224,5,"中国新闻社官方账号","",1,1
26905,"相关视频","BV1k1WbeMEVu","这tm才叫《黑神话：悟空》","BV1gT421r7YE",127064,494,385,633,202,647,4996,0,"单机游戏","瑞典鸽鸽",476747418,"https://www.bilibili.com/video/BV1gT421r7YE/",748,"2024-08-20 19:53","2024-08-20 09:22:55",NA,NA,NA,NA,NA,NA,0
26906,"相关视频","BV1k1WbeMEVu","4K版《黑神话：悟空》完整开场动画！（中英文版）","BV1C4421Z7ke",119890,590,448,1162,136,1723,2809,0,"综合","wuhu动画人空间",59550906,"https://www.bilibili.com/video/BV1C4421Z7ke/",748,"2024-08-20 19:53","2024-08-20 04:37:26",NA,NA,NA,NA,NA,NA,0
26907,"相关视频","BV1k1WbeMEVu","黑神话：悟空  4K全流程","BV1Jx4y14798",2912652,28934,6849,54200,46483,17579,142956,0,"单机游戏","籽岷",686127,"https://www.bilibili.com/video/BV1Jx4y14798/",748,"2024-08-20 19:53","2024-08-20 02:00:00",NA,NA,NA,NA,NA,NA,0
26908,"相关视频","BV1k1WbeMEVu","爆肝三小时，怒喷黑神话第五章剧情","BV1j8WxeQEcJ",69609,470,2180,271,522,186,1069,0,"单机游戏","月影迷离",31725702,"https://www.bilibili.com/video/BV1j8WxeQEcJ/",748,"2024-08-20 19:53","2024-08-21 02:30:00",NA,NA,NA,NA,NA,NA,0
1456,"热门视频","","#浣熊 #搞笑 #减肥 谁说浣熊不努力了","BV132421Z7vh",625519,205,512,8451,566,8207,84787,0,"喵星人","浣熊晓晓",397283324,"https://www.bilibili.com/video/BV132421Z7vh/",714,"2024-08-19 09:53","2024-08-19 04:53:36",NA,NA,NA,NA,NA,NA,0
1457,"相关视频","BV132421Z7vh","浣熊坐垫","BV1oT42167Cn",887468,176,264,1955,218,1095,47397,0,"喵星人","浣熊晓晓",397283324,"https://www.bilibili.com/video/BV1oT42167Cn/",714,"2024-08-19 09:53","2024-08-07 04:13:31",NA,NA,NA,NA,NA,NA,0
1458,"相关视频","BV132421Z7vh","打痛了还知道自己揉屁股","BV12k4y1g72t",2630234,486,909,6649,305,3806,49440,0,"喵星人","浣熊晓晓",397283324,"https://www.bilibili.com/video/BV12k4y1g72t/",714,"2024-08-19 09:53","2023-08-08 10:24:01",NA,NA,NA,NA,NA,NA,0
1459,"相关视频","BV132421Z7vh","抓不住人手腕的笨蛋猫头鹰","BV1KxYqe4EvL",209029,112,272,5604,252,2421,21712,0,"小宠异宠","厑柯AYAK",351612833,"https://www.bilibili.com/video/BV1KxYqe4EvL/",714,"2024-08-19 09:53","2024-08-12 13:37:47",NA,NA,NA,NA,NA,NA,0
1460,"相关视频","BV132421Z7vh","几百只小浣熊找吃的被困垃圾箱，场面太壮观了！","BV1pP4y1r7Fe",968693,254,888,4697,174,1786,28840,0,"动物二创","动物乐园2842",1954984991,"https://www.bilibili.com/video/BV1pP4y1r7Fe/",714,"2024-08-19 09:53","2023-01-18 23:26:50",NA,NA,NA,NA,NA,NA,0
1461,"相关视频","BV132421Z7vh","网友家的飞鼠闯祸之后，这是把自己伪装成受害者？","BV1e14y1D7ho",4246152,4724,4923,103331,12324,97680,255046,0,"动物二创","哈百里",381374122,"https://www.bilibili.com/video/BV1e14y1D7ho/",714,"2024-08-19 09:53","2023-06-03 14:31:55",NA,NA,NA,NA,NA,NA,0
1462,"相关视频","BV132421Z7vh","抱浣熊太胖，没抱起来","BV19m4y1G74m",60058,16,46,144,31,201,4319,0,"喵星人","浣熊晓晓",397283324,"https://www.bilibili.com/video/BV19m4y1G74m/",714,"2024-08-19 09:53","2023-09-25 04:07:35",NA,NA,NA,NA,NA,NA,0
1463,"相关视频","BV132421Z7vh","“嫉妒使小鸡面目全非”","BV1S1421C7Kj",339687,20,82,1696,76,891,7075,0,"小宠异宠","大卫鹦鹉",430665480,"https://www.bilibili.com/video/BV1S1421C7Kj/",714,"2024-08-19 09:53","2024-06-28 14:05:30",NA,NA,NA,NA,NA,NA,0
